TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
ev_communication_fail_491195_TL,5606.490000.TL1,trend_log_input_ref not found,490000.EV2.Event_State,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
ev_communication_fail_491196_TL,5606.490000.TL2,trend_log_input_ref not found,490000.EV3.Event_State,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
ev_communication_fail_491395_TL,5606.490000.TL3,trend_log_input_ref not found,490000.EV4.Event_State,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
ev_communication_fail_491396_TL,5606.490000.TL4,trend_log_input_ref not found,490000.EV5.Event_State,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_AHU101_SF_MOD_TL,5606.490100.TL1,HS_AHU101_SF_MOD,490100.AO1301.Present_Value,2020-06-02 05:02:25,84.0,30000,%
HS_AHU101_RF_MOD_TL,5606.490100.TL2,HS_AHU101_RF_MOD,490100.AO1302.Present_Value,2020-06-02 05:02:26,84.0,30000,%
HS_AHU101_HW_SP_MOD_TL,5606.490100.TL3,HS_AHU101_HW_MOD,490100.AO1303.Present_Value,2020-06-02 05:02:17,59.0,30000,%
HS_AHU101_HW_BP_DMP_MOD_TL,5606.490100.TL4,HS_AHU101_HW_BP_DMP_SUP_MOD,490100.AO1304.Present_Value,2020-06-02 05:02:19,74.0,30000,%
HS_AHU101_HV_MOD_TL,5606.490100.TL5,HS_AHU101_HV_MOD,490100.AO1401.Present_Value,2020-06-02 05:02:20,84.0,30000,%
HS_AHU101_CV_MOD_TL,5606.490100.TL6,HS_AHU101_CV_MOD,490100.AO1402.Present_Value,2020-06-02 05:02:21,84.0,30000,%
HS_AHU101_HUM_MOD_TL,5606.490100.TL7,HS_AHU101_HUM_MOD,490100.AO1403.Present_Value,2020-06-02 05:02:22,85.0,30000,%
HS_AHU101_FAD_MOD_TL,5606.490100.TL8,HS_AHU101_FAD_MOD,490100.AO1404.Present_Value,2020-06-02 05:02:24,85.0,30000,%
HS_AHU101_RAD_EAD_MOD_TL,5606.490100.TL9,HS_AHU101_RAD_EAD_MOD,490100.AO1502.Present_Value,2020-06-02 05:02:25,88.0,30000,%
HS_AHU101_SF_SS_TL,5606.490100.TL10,HS_AHU101_SF_SS,490100.BO1201.Present_Value,2020-06-02 05:03:56,83.0,0,Units not found
HS_AHU101_RF_SS_TL,5606.490100.TL11,HS_AHU101_RF_SS,490100.BO1202.Present_Value,2020-06-02 05:03:44,83.0,0,Units not found
HS_MECH_RM2104_EF8A_SS_TL,5606.490100.TL12,HS_MECH_RM2104_EF8A_SS,490100.BO1701.Present_Value,2020-06-02 05:03:48,88.0,0,Units not found
HS_MECH_RM2104_EF8B_SS_TL,5606.490100.TL13,HS_MECH_RM2104_EF8B_SS,490100.BO1702.Present_Value,2020-06-02 05:03:50,88.0,0,Units not found
HS_MECH_RM2104_OAD_SS_TL,5606.490100.TL14,HS_MECH_RM2104_OAD_SS,490100.BO1703.Present_Value,2020-06-02 05:03:51,88.0,0,Units not found
HS_MECH_RM2104_UH_SS_TL,5606.490100.TL15,HS_MECH_RM2104_UH_SS,490100.BO1704.Present_Value,2020-06-02 05:03:53,87.0,0,Units not found
HS_AHU101_HV_FBK_TL,5606.490100.TL16,RelPos,490199.AI1.Present_Value,2020-06-02 05:08:23,0.0,6000,%
HS_AHU101_SAT2_TL,5606.490100.TL17,HS_AHU101_SAT2,490100.AI1101.Present_Value,2020-06-02 05:01:23,82.0,30000,°C
HS_AHU101_RAT_TL,5606.490100.TL18,HS_AHU101_RAT,490100.AI1102.Present_Value,2020-06-02 05:01:24,81.0,90000,°C
HS_AHU101_MAT_TL,5606.490100.TL19,HS_AHU101_MAT,490100.AI1103.Present_Value,2020-06-02 05:01:25,81.0,30000,°C
HS_AHU101_EAT_TL,5606.490100.TL20,HS_AHU101_EAT,490100.AI1104.Present_Value,2020-06-02 05:01:27,81.0,30000,°C
HS_AHU101_SAH_TL,5606.490100.TL21,HS_AHU101_SAH,490100.AI1105.Present_Value,2020-06-02 05:01:21,81.0,30000,%RH
HS_AHU101_RAH_TL,5606.490100.TL22,HS_AHU101_RAH,490100.AI1106.Present_Value,2020-06-02 05:01:22,81.0,30000,%RH
HS_AHU101_OAT_TL,5606.490100.TL23,HS_AHU101_OAT,490100.AI1108.Present_Value,2020-06-02 05:01:23,81.0,30000,°C
HS_AHU101_SF_DP_TL,5606.490100.TL24,HS_AHU101_SF_DP,490100.AI1203.Present_Value,2020-06-02 05:01:24,83.0,30000,Pa
HS_AHU101_RF_DP_TL,5606.490100.TL25,HS_AHU101_RF_DP,490100.AI1204.Present_Value,2020-06-02 05:01:25,83.0,30000,Pa
HS_AHU101_SF_FBK_TL,5606.490100.TL26,HS_AHU101_SF_FBK,490100.AI1301.Present_Value,2020-06-02 05:01:27,84.0,30000,%
HS_AHU101_RF_FBK_TL,5606.490100.TL27,HS_AHU101_RF_FBK,490100.AI1401.Present_Value,2020-06-02 05:01:28,84.0,30000,%
HS_AHU101_SF_AMP_TL,5606.490100.TL28,HS_AHU101_SF_AMP,490100.AI1501.Present_Value,2020-06-02 05:01:29,84.0,30000,A
HS_AHU101_RF_AMP_TL,5606.490100.TL29,HS_AHU101_RF_AMP,490100.AI1502.Present_Value,2020-06-02 05:01:21,84.0,30000,A
HS_AHU101_HW_SUP_FBK_TL,5606.490100.TL30,HS_AHU101_HW_FBK,490100.AI1601.Present_Value,2020-06-02 05:01:22,57.0,30000,%
HS_AHU101_HWSAT_TL,5606.490100.TL31,HS_AHU101_HWSAT,490100.AI1604.Present_Value,2020-06-02 05:01:23,83.0,30000,°C
HS_AHU101_SAT1_TL,5606.490100.TL32,HS_AHU101_SAT1,490100.AI1605.Present_Value,2020-06-02 05:01:25,82.0,30000,°C
HS_AHU101_SA_CO2_TL,5606.490100.TL33,HS_AHU101_SA_CO2,490100.AI1608.Present_Value,2020-06-02 05:01:26,84.0,30000,ppm
HS_MECH_RM2104_EF8A_AMP_TL,5606.490100.TL34,HS_MECH_RM2104_EF8A_AMP,490100.AI1702.Present_Value,2020-06-02 05:01:27,88.0,0,A
HS_MECH_RM2104_EF8B_AMP_TL,5606.490100.TL35,HS_MECH_RM2104_EF8B_AMP,490100.AI1703.Present_Value,2020-06-02 05:01:28,88.0,0,A
HS_RM1301_L1_RMT_TL,5606.490100.TL36,HS_RM1301_L1_RMT_XFER_AV,490100.AV60.Present_Value,2020-06-02 05:02:48,71.0,30000,°C
HS_RM1301_L1_RMH_TL,5606.490100.TL37,HS_RM1301_L1_RMH_XFER_AV,490100.AV61.Present_Value,2020-06-02 05:02:49,71.0,30000,%RH
HS_RM1301_L1_CO2_TL,5606.490100.TL38,HS_RM1301_L1_CO2_XFER_AV,490100.AV62.Present_Value,2020-06-02 05:02:51,71.0,30000,ppm
HS_RM1301_MEZ_RMT_TL,5606.490100.TL39,HS_RM1301_MEZ_RMT,490100.AI202001.Present_Value,2020-06-02 05:01:29,85.0,30000,°C
HS_RM1301_MEZ_RMH_TL,5606.490100.TL40,HS_RM1301_MEZ_RMH,490100.AI202003.Present_Value,2020-06-02 05:01:21,85.0,30000,%RH
HS_RM1301_MEZ_CO2_TL,5606.490100.TL41,HS_RM1301_MEZ_CO2,490100.AI202004.Present_Value,2020-06-02 05:01:22,85.0,30000,ppm
HS_MECH_RM2104_RMT_TL,5606.490100.TL42,HS_MECH_RM2104_RMT,490100.AI203001.Present_Value,2020-06-02 05:01:23,86.0,30000,°C
HS_AHU101_SF_MOD_TL_FAST,5606.490100.TL43,HS_AHU101_SF_MOD,490100.AO1301.Present_Value,2020-06-02 05:02:25,67.0,500,%
HS_AHU101_LL_TL,5606.490100.TL45,HS_AHU101_LL,490100.BI1107.Present_Value,2020-06-02 05:03:50,80.0,0,Units not found
HS_AHU101_SF_BP_MON_TL,5606.490100.TL46,HS_AHU101_SF_BP_MON,490100.BI1302.Present_Value,2020-06-02 05:03:52,86.0,0,Units not found
HS_AHU101_SF_ENG_MON_TL,5606.490100.TL47,HS_AHU101_SF_ENG_MON,490100.BI1303.Present_Value,2020-06-02 05:03:54,87.0,0,Units not found
HS_AHU101_SF_AL_TL,5606.490100.TL48,HS_AHU101_SF_AL,490100.BI1304.Present_Value,2020-06-02 05:03:55,83.0,0,Units not found
HS_AHU101_RF_BP_MON_TL,5606.490100.TL49,HS_AHU101_RF_BP_MON,490100.BI1402.Present_Value,2020-06-02 05:03:44,86.0,0,Units not found
HS_AHU101_RF_ENG_MON_TL,5606.490100.TL50,HS_AHU101_RF_ENG_MON,490100.BI1403.Present_Value,2020-06-02 05:03:45,87.0,0,Units not found
HS_AHU101_RF_AL_TL,5606.490100.TL51,HS_AHU101_RF_AL,490100.BI1404.Present_Value,2020-06-02 05:03:47,83.0,0,Units not found
HS_AHU101_HW_SUP_AL_TL,5606.490100.TL52,HS_AHU101_HW_SUP_AL,490100.BI1606.Present_Value,2020-06-02 05:03:49,86.0,0,Units not found
HS_RM1301_MEZ_MD_TL,5606.490100.TL54,HS_RM1301_MEZ_MD,490100.BI202005.Present_Value,2020-06-02 05:03:51,84.0,0,Units not found
HS_AHU101_OAT_XFER_AV_TL,5606.490100.TL55,HS_AHU101_OAT_XFER_AV,490100.AV1.Present_Value,2020-06-02 05:02:19,88.0,30000,°C
HS_AHU101_SAT_SP_TL,5606.490100.TL56,HS_AHU101_SAT_SP,490100.AV2.Present_Value,2020-06-02 05:02:16,84.0,30000,°C
HS_AHU101_SAT_MIN_SP_TL,5606.490100.TL57,HS_AHU101_SAT_MIN_SP,490100.AV3.Present_Value,2020-06-02 05:02:18,87.0,30000,°C
HS_AHU101_SAT_MAX_SP_TL,5606.490100.TL58,HS_AHU101_SAT_MAX_SP,490100.AV4.Present_Value,2020-06-02 05:02:20,87.0,30000,°C
HS_AHU101_SAT1_LL_AV_TL,5606.490100.TL59,HS_AHU101_SAT1_LL_AV,490100.AV5.Present_Value,2020-06-02 05:02:21,87.0,30000,°C
HS_AHU101_SAT_AV_TL,5606.490100.TL60,HS_AHU101_SAT_AV,490100.AV6.Present_Value,2020-06-02 05:02:22,84.0,30000,°C
HS_AHU101_SA_CO2_SP_TL,5606.490100.TL61,HS_AHU101_SA_CO2_SP,490100.AV7.Present_Value,2020-06-02 05:02:23,86.0,30000,ppm
HS_AHU101_RAT_HL_AV_TL,5606.490100.TL62,HS_AHU101_RAT_HL_AV,490100.AV8.Present_Value,2020-06-02 05:02:24,86.0,30000,°C
HS_AHU101_UNOCC_SAT_SP_TL,5606.490100.TL63,HS_AHU101_UNOCC_SAT_SP,490100.AV10.Present_Value,2020-06-02 05:02:16,88.0,30000,°C
HS_AHU101_OAT_HOT_AV_TL,5606.490100.TL64,HS_AHU101_OAT_HOT_AV,490100.AV11.Present_Value,2020-06-02 05:02:18,87.0,30000,°C
HS_AHU101_OAT_COLD_AV_TL,5606.490100.TL65,HS_AHU101_OAT_COLD_AV,490100.AV12.Present_Value,2020-06-02 05:02:20,88.0,30000,°C
HS_AHU101_RMT_UNOCC_CLG_SP_TL,5606.490100.TL66,HS_AHU101_RMT_UNOCC_CLG_SP,490100.AV13.Present_Value,2020-06-02 05:02:21,90.0,30000,°C
HS_AHU101_SF_FLOW_AV_TL,5606.490100.TL67,HS_AHU101_SF_FLOW_AV,490100.AV15.Present_Value,2020-06-02 05:02:23,87.0,30000,L/s
HS_AHU101_SF_KFACT_AV_TL,5606.490100.TL68,HS_AHU101_SF_KFACT_AV,490100.AV16.Present_Value,2020-06-02 05:02:24,88.0,30000,
HS_AHU101_SF_KW_AV_TL,5606.490100.TL69,HS_AHU101_SF_KW_AV,490100.AV17.Present_Value,2020-06-02 05:02:26,86.0,30000,kW
HS_AHU101_SF_VOLTS_AV_TL,5606.490100.TL70,HS_AHU101_SF_VOLTS_AV,490100.AV18.Present_Value,2020-06-02 05:02:17,88.0,30000,V
HS_AHU101_SF_FLOW_SP_TL,5606.490100.TL71,HS_AHU101_SF_FLOW_SP,490100.AV19.Present_Value,2020-06-02 05:02:19,87.0,30000,L/s
HS_AHU101_RF_FLOW_AV_TL,5606.490100.TL72,HS_AHU101_RF_FLOW_AV,490100.AV25.Present_Value,2020-06-02 05:02:20,87.0,30000,L/s
HS_AHU101_RF_KFACT_AV_TL,5606.490100.TL73,HS_AHU101_RF_KFACT_AV,490100.AV26.Present_Value,2020-06-02 05:02:50,88.0,30000,
HS_AHU101_RF_KW_AV_TL,5606.490100.TL74,HS_AHU101_RF_KW_AV,490100.AV27.Present_Value,2020-06-02 05:02:51,86.0,30000,kW
HS_AHU101_RF_VOLTS_AV_TL,5606.490100.TL75,HS_AHU101_RF_VOLTS_AV,490100.AV28.Present_Value,2020-06-02 05:02:53,88.0,30000,V
HS_AHU101_RF_FLOW_SP_TL,5606.490100.TL76,HS_AHU101_RF_FLOW_SP,490100.AV29.Present_Value,2020-06-02 05:02:54,87.0,30000,L/s
HS_AHU101_OA_ENTHALPY_AV_TL,5606.490100.TL77,HS_AHU101_OA_ENTHALPY_AV,490100.AV40.Present_Value,2020-06-02 05:02:56,89.0,30000,kJ/kg
HS_AHU101_RA_ENTHALPY_AV_TL,5606.490100.TL78,HS_AHU101_RA_ENTHALPY_AV,490100.AV41.Present_Value,2020-06-02 05:02:47,89.0,30000,kJ/kg
HS_AHU101_OA_AH_AV_TL,5606.490100.TL79,HS_AHU101_OA_AH_AV,490100.AV42.Present_Value,2020-06-02 05:02:48,86.0,30000,g/kg
HS_AHU101_RA_AH_AV_TL,5606.490100.TL80,HS_AHU101_RA_AH_AV,490100.AV43.Present_Value,2020-06-02 05:02:49,86.0,30000,g/kg
HS_AHU101_RAH_SP_TL,5606.490100.TL81,HS_AHU101_RAH_SP,490100.AV44.Present_Value,2020-06-02 05:02:50,84.0,30000,%RH
HS_AHU101_OAH_XFER_AV_TL,5606.490100.TL82,HS_AHU101_OAH_XFER_AV,490100.AV48.Present_Value,2020-06-02 05:02:51,88.0,30000,%RH
HS_AHU101_SAH_HL_AV_TL,5606.490100.TL83,HS_AHU101_SAH_HL_AV,490100.AV49.Present_Value,2020-06-02 05:02:53,86.0,30000,%RH
HS_AHU101_FAD_SP_TL,5606.490100.TL84,HS_AHU101_FAD_SP,490100.AV50.Present_Value,2020-06-02 05:02:55,84.0,30000,%
HS_AHU101_FAD_MIN_MOD_AV_TL,5606.490100.TL85,HS_AHU101_FAD_MIN_MOD_AV,490100.AV51.Present_Value,2020-06-02 05:02:56,89.0,30000,%
HS_AHU101_SA1_LL_COUNT_AV_TL,5606.490100.TL86,HS_AHU101_SA1_LL_COUNT_AV,490100.AV52.Present_Value,2020-06-02 05:02:47,89.0,30000,
HS_RM1301_RMT_AVG_AV_TL,5606.490100.TL87,HS_RM1301_RMT_AVG_AV,490100.AV75.Present_Value,2020-06-02 05:02:53,87.0,30000,°C
HS_RM1301_RMT_SP_TL,5606.490100.TL88,HS_RM1301_RMT_SP,490100.AV76.Present_Value,2020-06-02 05:02:55,84.0,30000,°C
HS_RM1301_AVG_CO2_AV_TL,5606.490100.TL89,HS_RM1301_AVG_CO2_AV,490100.AV80.Present_Value,2020-06-02 05:02:56,87.0,30000,ppm
HS_AHU101_RF_FLOW_OFFSET_AV_TL,5606.490100.TL90,HS_AHU101_RF_FLOW_OFFSET_AV,490100.AV90.Present_Value,2020-06-02 05:02:49,90.0,30000,L/s
HS_RM1301_L1_eZNS_ButtonConfig_TL,5606.490100.TL91,HS_RM1301_L1_eZNS_ButtonConfig,490100.AV201007.Present_Value,2020-06-02 05:02:51,91.0,30000,%
HS_RM1301_L1_eZNS_MD_SENSITIVITY_AV_TL,5606.490100.TL92,HS_RM1301_L1_eZNS_MD_SENSITIVITY_AV,490100.AV201009.Present_Value,2020-06-02 05:02:53,92.0,30000,%
HS_RM1301_L1_eZNS_Slider_MODE_AV_TL,5606.490100.TL93,HS_RM1301_L1_eZNS_Slider_MODE_AV,490100.AV201017.Present_Value,2020-06-02 05:03:23,91.0,30000,%
HS_RM1301_L1_eZNS_Slider_MIN_AV_TL,5606.490100.TL94,HS_RM1301_L1_eZNS_Slider_MIN_AV,490100.AV201018.Present_Value,2020-06-02 05:03:24,91.0,30000,%
HS_RM1301_L1_eZNS_Slider_MAX_AV_TL,5606.490100.TL95,HS_RM1301_L1_eZNS_Slider_MAX_AV,490100.AV201020.Present_Value,2020-06-02 05:03:25,91.0,30000,%
HS_RM1301_L1_eZNS_Slider_INCR_AV_TL,5606.490100.TL96,HS_RM1301_L1_eZNS_Slider_INCR_AV,490100.AV201021.Present_Value,2020-06-02 05:03:16,91.0,30000,%
HS_RM1301_L1_eZNS_Slider_VALUE_AV_TL,5606.490100.TL97,HS_RM1301_L1_eZNS_Slider_VALUE_AV,490100.AV201022.Present_Value,2020-06-02 05:03:18,92.0,30000,%
HS_RM1301_L1_eZNS_Slider_UNITS_AV_TL,5606.490100.TL98,HS_RM1301_L1_eZNS_Slider_UNITS_AV,490100.AV201023.Present_Value,2020-06-02 05:03:19,92.0,30000,%
HS_RM1301_MEZ_eZNS_ButtonConfig_TL,5606.490100.TL99,HS_RM1301_MEZ_eZNS_ButtonConfig,490100.AV202007.Present_Value,2020-06-02 05:03:21,91.0,30000,%
HS_RM1301_MEZ_eZNS_MD_SENSITIVITY_AV_TL,5606.490100.TL100,HS_RM1301_MEZ_eZNS_MD_SENSITIVITY_AV,490100.AV202009.Present_Value,2020-06-02 05:03:22,92.0,30000,%
HS_RM1301_MEZ_eZNS_Slider_MODE_AV_TL,5606.490100.TL101,HS_RM1301_MEZ_eZNS_Slider_MODE_AV,490100.AV202018.Present_Value,2020-06-02 05:03:23,92.0,30000,%
HS_RM1301_MEZ_eZNS_Slider_MIN_AV_TL,5606.490100.TL102,HS_RM1301_MEZ_eZNS_Slider_MIN_AV,490100.AV202019.Present_Value,2020-06-02 05:03:24,91.0,30000,%
HS_RM1301_MEZ_eZNS_Slider_MAX_AV_TL,5606.490100.TL103,HS_RM1301_MEZ_eZNS_Slider_MAX_AV,490100.AV202020.Present_Value,2020-06-02 05:03:25,91.0,30000,%
HS_RM1301_MEZ_eZNS_Slider_INCR_AV_TL,5606.490100.TL104,HS_RM1301_MEZ_eZNS_Slider_INCR_AV,490100.AV202021.Present_Value,2020-06-02 05:03:16,92.0,30000,%
HS_RM1301_MEZ_eZNS_Slider_VALUE_AV_TL,5606.490100.TL105,HS_RM1301_MEZ_eZNS_Slider_VALUE_AV,490100.AV202022.Present_Value,2020-06-02 05:03:18,92.0,30000,%
HS_RM1301_MEZ_eZNS_Slider_UNITS_AV_TL,5606.490100.TL106,HS_RM1301_MEZ_eZNS_Slider_UNITS_AV,490100.AV202023.Present_Value,2020-06-02 05:03:20,92.0,30000,%
HS_AHU101_SF_ST_BV_TL,5606.490100.TL107,HS_AHU101_SF_ST_BV,490100.BV1.Present_Value,2020-06-02 05:03:48,86.0,0,Units not found
HS_AHU101_RF_ST_BV_TL,5606.490100.TL108,HS_AHU101_RF_ST_BV,490100.BV2.Present_Value,2020-06-02 05:03:50,86.0,0,Units not found
HS_AHU101_SAT1_LL_BV_TL,5606.490100.TL109,HS_AHU101_SAT1_LL_BV,490100.BV4.Present_Value,2020-06-02 05:03:52,87.0,0,Units not found
HS_AHU101_FAD_PERM_BV_TL,5606.490100.TL110,HS_AHU101_FAD_PERM_BV,490100.BV5.Present_Value,2020-06-02 05:03:53,88.0,0,Units not found
HS_AHU101_DEHUM_PERM_BV_TL,5606.490100.TL111,HS_AHU101_DEHUM_PERM_BV,490100.BV8.Present_Value,2020-06-02 05:03:55,88.0,0,Units not found
HS_AHU101_UNIT_MODE_BV_TL,5606.490100.TL112,HS_AHU101_UNIT_MODE_BV,490100.BV10.Present_Value,2020-06-02 05:03:56,88.0,0,Units not found
HS_AHU101_OCC_SCH_BV_TL,5606.490100.TL113,HS_AHU101_OCC_SCH_BV,490100.BV11.Present_Value,2020-06-02 05:03:45,87.0,0,Units not found
HS_AHU101_HW_BYP_PERM_BV_TL,5606.490100.TL114,HS_AHU101_HW_BYP_PERM_BV,490100.BV13.Present_Value,2020-06-02 05:03:47,89.0,0,Units not found
HS_AHU101_FREE_COOL_PERM_BV_TL,5606.490100.TL115,HS_AHU101_FREE_COOL_PERM_BV,490100.BV14.Present_Value,2020-06-02 05:03:48,90.0,0,Units not found
HS_AHU101_TEMP_MODE_MV_TL,5606.490100.TL116,HS_AHU101_TEMP_MODE_MV,490100.MV1.Present_Value,2020-06-02 05:04:57,88.0,0,Units not found
HS_AHU101_OPER_MODE_MV_TL,5606.490100.TL117,HS_AHU101_OPER_MODE_MV,490100.MV2.Present_Value,2020-06-02 05:04:58,88.0,0,Units not found
HS_AHU101_SF_FBK_MV_TL,5606.490100.TL118,HS_AHU101_SF_FBK_MV,490100.MV3.Present_Value,2020-06-02 05:04:49,86.0,0,Units not found
HS_AHU101_RF_FBK_MV_TL,5606.490100.TL119,HS_AHU101_RF_FBK_MV,490100.MV5.Present_Value,2020-06-02 05:04:51,86.0,0,Units not found
HS_AHU101_HUM_MODE_MV_TL,5606.490100.TL120,HS_AHU101_HUM_MODE_MV,490100.MV6.Present_Value,2020-06-02 05:04:52,88.0,0,Units not found
HS_AHU101_RF_MOD_CO_TL,5606.490100.TL122,HS_AHU101_RF_MOD_CO,490100.CO4.Present_Value,2020-06-02 05:04:18,86.0,30000,Units not found
HS_AHU101_SAT_CO_TL,5606.490100.TL123,HS_AHU101_SAT_CO,490100.CO5.Present_Value,2020-06-02 05:04:19,84.0,500,Units not found
HS_AHU101_SAT1_LL_CO_TL,5606.490100.TL124,HS_AHU101_SAT1_LL_CO,490100.CO6.Present_Value,2020-06-02 05:04:21,87.0,30000,Units not found
HS_AHU101_RMT_CO_TL,5606.490100.TL125,HS_RM1301_RMT_CO,490100.CO7.Present_Value,2020-06-02 05:04:23,16.0,500,Units not found
HS_AHU101_RAH_CO_TL,5606.490100.TL126,HS_AHU101_RAH_CO,490100.CO11.Present_Value,2020-06-02 05:04:24,84.0,30000,Units not found
HS_AHU101_SAH_HL_CO_TL,5606.490100.TL127,HS_AHU101_SAH_HL_CO,490100.CO12.Present_Value,2020-06-02 05:04:26,86.0,30000,Units not found
HS_AHU101_CLG_VLV_FLOW_AV_TL,5606.490100.TL165,HS_AHU101_CLG_VLV_FLOW_AV,490100.AV104.Present_Value,2020-06-02 05:02:57,89.0,30000,L/s
HS_AHU101_CLG_VLV_T1_AV_TL,5606.490100.TL166,HS_AHU101_CLG_VLV_T1_AV,490100.AV105.Present_Value,2020-06-02 05:02:47,88.0,30000,°C
HS_AHU101_CLG_VLV_T2_AV_TL,5606.490100.TL167,HS_AHU101_CLG_VLV_T2_AV,490100.AV106.Present_Value,2020-06-02 05:02:48,88.0,30000,°C
HS_AHU101_CLG_VLV_POWER_AV_TL,5606.490100.TL168,HS_AHU101_CLG_VLV_POWER_AV,490100.AV107.Present_Value,2020-06-02 05:02:50,90.0,30000,kW
HS_AHU101_HTG_VLV_FLOW_AV_TL,5606.490100.TL169,HS_AHU101_HTG_VLV_FLOW_AV,490100.AV100.Present_Value,2020-06-02 05:02:51,89.0,30000,L/s
HS_AHU101_HTG_VLV_T1_AV_TL,5606.490100.TL170,HS_AHU101_HTG_VLV_T1_AV,490100.AV101.Present_Value,2020-06-02 05:02:52,88.0,30000,°C
HS_AHU101_HTG_VLV_T2_AV_TL,5606.490100.TL171,HS_AHU101_HTG_VLV_T2_AV,490100.AV102.Present_Value,2020-06-02 05:02:54,88.0,30000,°C
HS_AHU101_HTG_VLV_POWER_AV_TL,5606.490100.TL172,HS_AHU101_HTG_VLV_POWER_AV,490100.AV103.Present_Value,2020-06-02 05:02:55,90.0,30000,kW
HS_AHU102_SF_MOD_TL,5606.490200.TL1,HS_AHU102_SF_MOD,490200.AO1301.Present_Value,2020-06-02 05:09:37,84.0,30000,%
HS_AHU102_RF_MOD_TL,5606.490200.TL2,HS_AHU102_RF_MOD,490200.AO1302.Present_Value,2020-06-02 05:09:39,84.0,30000,%
HS_AHU102_HV_MOD_TL,5606.490200.TL3,HS_AHU102_HV_MOD,490200.AO1401.Present_Value,2020-06-02 05:10:11,84.0,30000,%
HS_AHU102_CV_MOD_TL,5606.490200.TL4,HS_AHU102_CV_MOD,490200.AO1402.Present_Value,2020-06-02 05:10:12,84.0,30000,%
HS_AHU102_HUM_MOD_TL,5606.490200.TL5,HS_AHU102_HUM_MOD,490200.AO1403.Present_Value,2020-06-02 05:10:14,85.0,30000,%
HS_AHU102_FAD_MOD_TL,5606.490200.TL6,HS_AHU102_FAD_MOD,490200.AO1404.Present_Value,2020-06-02 05:10:15,85.0,30000,%
HS_AHU102_RAD_EAD_MOD_TL,5606.490200.TL7,HS_AHU102_EAD_RAD_MOD,490200.AO2102.Present_Value,2020-06-02 05:10:07,42.0,30000,%
HS_AHU102_SF_SS_TL,5606.490200.TL8,HS_AHU102_SF_SS,490200.BO1201.Present_Value,2020-06-02 05:11:14,83.0,0,Units not found
HS_AHU102_RF_SS_TL,5606.490200.TL9,HS_AHU102_RF_SS,490200.BO1202.Present_Value,2020-06-02 05:11:16,83.0,0,Units not found
HS_AHU102_HV_FBK_TL,5606.490200.TL10,RelPos,490299.AI1.Present_Value,2020-06-02 05:35:25,0.0,6000,%
HS_AHU102_SAT2_TL,5606.490200.TL13,HS_AHU102_SAT2,490200.AI1101.Present_Value,2020-06-02 05:09:12,82.0,30000,°C
HS_AHU102_RAT_TL,5606.490200.TL14,HS_AHU102_RAT,490200.AI1102.Present_Value,2020-06-02 05:09:13,81.0,30000,°C
HS_AHU102_MAT_TL,5606.490200.TL15,HS_AHU102_MAT,490200.AI1103.Present_Value,2020-06-02 05:09:01,81.0,30000,°C
HS_AHU102_SAH_TL,5606.490200.TL16,HS_AHU102_SAH,490200.AI1105.Present_Value,2020-06-02 05:09:03,81.0,30000,%RH
HS_AHU102_RAH_TL,5606.490200.TL17,HS_AHU102_RAH,490200.AI1106.Present_Value,2020-06-02 05:09:06,81.0,30000,%RH
HS_AHU102_DSP_TL,5606.490200.TL18,HS_AHU102_DSP,490200.AI1108.Present_Value,2020-06-02 05:09:08,81.0,30000,Pa
HS_AHU102_EOLSP_TL,5606.490200.TL19,HS_AHU102_EOLSP,490200.AI1201.Present_Value,2020-06-02 05:09:09,83.0,30000,Pa
HS_AHU102_SF_DP_TL,5606.490200.TL20,HS_AHU102_SF_DP,490200.AI1203.Present_Value,2020-06-02 05:09:11,83.0,30000,Pa
HS_AHU102_RF_DP_TL,5606.490200.TL21,HS_AHU102_RF_AFS,490200.AI1204.Present_Value,2020-06-02 05:09:12,72.0,30000,L/s
HS_AHU102_SF_FBK_TL,5606.490200.TL22,HS_AHU102_SF_FBK,490200.AI1301.Present_Value,2020-06-02 05:09:14,84.0,30000,%
HS_AHU102_RF_FBK_TL,5606.490200.TL23,HS_AHU102_RF_FBK,490200.AI1401.Present_Value,2020-06-02 05:09:02,84.0,30000,%
HS_AHU102_SF_AMP_TL,5606.490200.TL24,HS_AHU102_SF_AMP,490200.AI2101.Present_Value,2020-06-02 05:09:04,84.0,30000,A
HS_AHU102_RF_AMP_TL,5606.490200.TL25,HS_AHU102_RF_AMP,490200.AI2102.Present_Value,2020-06-02 05:09:06,84.0,30000,A
HS_AHU102_SAT1_TL,5606.490200.TL26,HS_AHU102_SAT1,490200.AI2104.Present_Value,2020-06-02 05:09:08,82.0,30000,°C
HS_AHU102_LL_TL,5606.490200.TL30,HS_AHU102_LL,490200.BI1107.Present_Value,2020-06-02 05:11:17,80.0,0,Units not found
