TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
HS_RM3313_NORTH_EAST_FM_MBUS_ST_TL,5606.491500.TL291,trend_log_input_ref not found,491500.GWT4.Flag,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM3312_RAD_FM_MBUS_ST_TL,5606.491500.TL292,trend_log_input_ref not found,491500.GWT5.Flag,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM3311_RAD_FM_MBUS_ST_TL,5606.491500.TL293,trend_log_input_ref not found,491500.GWT6.Flag,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM3311_WC_CONTACT_INPUT_TL,5606.491501.TL10101,HS_RM3311_WC_CONTACT_INPUT,491501.BV10101.Present_Value,2020-06-01 18:20:33,90.0,0,Units not found
HS_RM3311_WC_RSSI_TL,5606.491501.TL10110,HS_RM3311_WC_RSSI,491501.AV10110.Present_Value,2020-06-01 18:20:37,85.0,6000,dB
HS_RM3312_WC_CONTACT_INPUT_TL,5606.491501.TL10201,HS_RM3312_WC_CONTACT_INPUT,491501.BV10201.Present_Value,2020-06-01 18:20:35,90.0,0,Units not found
HS_RM3312_WC_RSSI_TL,5606.491501.TL10210,HS_RM3312_WC_RSSI,491501.AV10210.Present_Value,2020-06-01 18:20:39,85.0,6000,dB
HS_RM3313_WC_CONTACT_INPUT_TL,5606.491501.TL10301,HS_RM3313_WC_CONTACT_INPUT,491501.BV10301.Present_Value,2020-06-01 18:20:37,90.0,0,Units not found
HS_RM3313_WC_RSSI_TL,5606.491501.TL10310,HS_RM3313_WC_RSSI,491501.AV10310.Present_Value,2020-06-01 18:20:40,85.0,6000,dB
HS_RM3313_WC_CONTACT_2_INPUT_TL,5606.491501.TL10401,HS_RM3313_WC_CONTACT_2_INPUT,491501.BV10401.Present_Value,2020-06-01 18:20:39,90.0,0,Units not found
HS_RM3313_WC_2_RSSI_TL,5606.491501.TL10410,HS_RM3313_WC_2_RSSI,491501.AV10410.Present_Value,2020-06-01 18:20:41,86.0,6000,dB
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_TL,5606.491600.TL1,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR,491600.AV10102.Present_Value,2020-06-01 18:21:24,92.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_2_TL,5606.491600.TL2,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_2,491600.AV10103.Present_Value,2020-06-01 18:21:26,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_VOLUME M^3_TL,5606.491600.TL3,HS_RM3310_VAV_RHC_FM_VOLUME M^3,491600.AV10104.Present_Value,2020-06-01 18:21:27,91.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_2_TL,5606.491600.TL4,HS_RM3310_VAV_RHC_FM_VOLUME M^3_2,491600.AV10105.Present_Value,2020-06-01 18:21:29,92.0,30000,m³
HS_RM3310_VAV_RHC_FM_EXT_VIF CODE2_HW SW_TL,5606.491600.TL5,HS_RM3310_VAV_RHC_FM_EXT_VIF CODE2_HW SW,491600.AV10106.Present_Value,2020-06-01 18:21:30,93.0,30000,
HS_RM3310_VAV_RHC_FM_EXT_VIF CODE2_HW Ver_TL,5606.491600.TL6,HS_RM3310_VAV_RHC_FM_EXT_VIF CODE2_HW Ver,491600.AV10107.Present_Value,2020-06-01 18:21:31,93.0,30000,
HS_RM3310_VAV_RHC_FM_Manufacturer_Specific_TL,5606.491600.TL7,HS_RM3310_VAV_RHC_FM_Manufacturer_Specific,491600.AV10108.Present_Value,2020-06-01 18:21:33,93.0,30000,
HS_RM3310_VAV_RHC_FM_Manufacturer_Specific_2_TL,5606.491600.TL8,HS_RM3310_VAV_RHC_FM_Manufacturer_Specific_2,491600.AV10109.Present_Value,2020-06-01 18:21:34,94.0,30000,
HS_RM3310_VAV_RHC_FM_FABRICATION NUMBER_TL,5606.491600.TL9,HS_RM3310_VAV_RHC_FM_FABRICATION NUMBER,491600.AV10110.Present_Value,2020-06-01 18:21:24,93.0,30000,
HS_RM3310_VAV_RHC_FM_TIME POINT_TL,5606.491600.TL10,HS_RM3310_VAV_RHC_FM_TIME POINT,491600.AV10111.Present_Value,2020-06-01 18:21:26,91.0,30000,
HS_RM3310_VAV_RHC_FM_TIME POINT_2_TL,5606.491600.TL11,HS_RM3310_VAV_RHC_FM_TIME POINT_2,491600.AV10112.Present_Value,2020-06-01 18:21:28,92.0,30000,
HS_RM3310_VAV_RHC_FM_FLOW TEMPERATURE_TL,5606.491600.TL12,HS_RM3310_VAV_RHC_FM_FLOW TEMPERATURE,491600.AV10113.Present_Value,2020-06-01 18:21:29,93.0,30000,°C
HS_RM3310_VAV_RHC_FM_RETURN TEMP._TL,5606.491600.TL13,HS_RM3310_VAV_RHC_FM_RETURN TEMP.,491600.AV10114.Present_Value,2020-06-01 18:21:31,92.0,30000,°C
HS_RM3310_VAV_RHC_FM_VOLUME FLOW_TL,5606.491600.TL14,HS_RM3310_VAV_RHC_FM_VOLUME FLOW,491600.AV10115.Present_Value,2020-06-01 18:21:32,91.0,30000,m³/h
HS_RM3310_VAV_RHC_FM_POWER WATTS_TL,5606.491600.TL15,HS_RM3310_VAV_RHC_FM_POWER WATTS,491600.AV10116.Present_Value,2020-06-01 18:21:33,91.0,30000,W
HS_RM3310_VAV_RHC_FM_Manufacturer_Specific_3_TL,5606.491600.TL16,HS_RM3310_VAV_RHC_FM_Manufacturer_Specific_3,491600.AV10117.Present_Value,2020-06-01 18:21:34,94.0,30000,
HS_RM3310_VAV_RHC_FM_On time_TL,5606.491600.TL17,HS_RM3310_VAV_RHC_FM_On time,491600.AV10118.Present_Value,2020-06-01 18:21:24,90.0,30000,h
HS_RM3310_VAV_RHC_FM_Manufacturer_Specific_4_TL,5606.491600.TL18,HS_RM3310_VAV_RHC_FM_Manufacturer_Specific_4,491600.AV10119.Present_Value,2020-06-01 18:21:26,94.0,30000,
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_1_TL,5606.491600.TL19,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_1,491600.AV10120.Present_Value,2020-06-01 18:21:53,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_2_TL,5606.491600.TL20,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_2,491600.AV10121.Present_Value,2020-06-01 18:21:55,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_3_TL,5606.491600.TL21,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_3,491600.AV10122.Present_Value,2020-06-01 18:21:56,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_4_TL,5606.491600.TL22,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_4,491600.AV10123.Present_Value,2020-06-01 18:21:58,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_5_TL,5606.491600.TL23,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_5,491600.AV10124.Present_Value,2020-06-01 18:21:59,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_6_TL,5606.491600.TL24,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_6,491600.AV10125.Present_Value,2020-06-01 18:22:00,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_7_TL,5606.491600.TL25,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_7,491600.AV10126.Present_Value,2020-06-01 18:21:51,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_8_TL,5606.491600.TL26,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_8,491600.AV10127.Present_Value,2020-06-01 18:21:52,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_9_TL,5606.491600.TL27,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_9,491600.AV10128.Present_Value,2020-06-01 18:21:53,93.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_10_TL,5606.491600.TL28,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_10,491600.AV10129.Present_Value,2020-06-01 18:21:55,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_11_TL,5606.491600.TL29,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_11,491600.AV10130.Present_Value,2020-06-01 18:21:56,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_12_TL,5606.491600.TL30,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_12,491600.AV10131.Present_Value,2020-06-01 18:21:58,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_13_TL,5606.491600.TL31,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_13,491600.AV10132.Present_Value,2020-06-01 18:21:59,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_14_TL,5606.491600.TL32,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_14,491600.AV10133.Present_Value,2020-06-01 18:22:01,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_15_TL,5606.491600.TL33,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_15,491600.AV10134.Present_Value,2020-06-01 18:21:51,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_16_TL,5606.491600.TL34,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_16,491600.AV10135.Present_Value,2020-06-01 18:21:52,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_17_TL,5606.491600.TL35,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_17,491600.AV10136.Present_Value,2020-06-01 18:21:54,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_18_TL,5606.491600.TL36,HS_RM3310_VAV_RHC_FM_ENERGY WATT-HR_Month_18,491600.AV10137.Present_Value,2020-06-01 18:21:55,94.0,30000,Wh
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_1_TL,5606.491600.TL37,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_1,491600.AV10138.Present_Value,2020-06-01 18:21:57,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_2_TL,5606.491600.TL38,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_2,491600.AV10139.Present_Value,2020-06-01 18:21:58,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_3_TL,5606.491600.TL39,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_3,491600.AV10140.Present_Value,2020-06-01 18:21:59,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_4_TL,5606.491600.TL40,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_4,491600.AV10141.Present_Value,2020-06-01 18:22:01,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_5_TL,5606.491600.TL41,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_5,491600.AV10142.Present_Value,2020-06-01 18:21:51,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_6_TL,5606.491600.TL42,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_6,491600.AV10143.Present_Value,2020-06-01 18:21:52,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_7_TL,5606.491600.TL43,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_7,491600.AV10144.Present_Value,2020-06-01 18:21:54,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_8_TL,5606.491600.TL44,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_8,491600.AV10145.Present_Value,2020-06-01 18:21:56,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_9_TL,5606.491600.TL45,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_9,491600.AV10146.Present_Value,2020-06-01 18:21:57,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_10_TL,5606.491600.TL46,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_10,491600.AV10147.Present_Value,2020-06-01 18:21:59,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_11_TL,5606.491600.TL47,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_11,491600.AV10148.Present_Value,2020-06-01 18:22:00,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_12_TL,5606.491600.TL48,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_12,491600.AV10149.Present_Value,2020-06-01 18:22:01,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_13_TL,5606.491600.TL49,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_13,491600.AV10150.Present_Value,2020-06-01 18:21:52,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_14_TL,5606.491600.TL50,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_14,491600.AV10151.Present_Value,2020-06-01 18:21:53,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_15_TL,5606.491600.TL51,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_15,491600.AV10152.Present_Value,2020-06-01 18:21:54,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_16_TL,5606.491600.TL52,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_16,491600.AV10153.Present_Value,2020-06-01 18:21:56,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_17_TL,5606.491600.TL53,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_17,491600.AV10154.Present_Value,2020-06-01 18:21:57,93.0,30000,m³
HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_18_TL,5606.491600.TL54,HS_RM3310_VAV_RHC_FM_VOLUME M^3_Month_18,491600.AV10155.Present_Value,2020-06-01 18:21:59,93.0,30000,m³
HS_RM3310_RAD_FM_ENERGY WATT-HR_TL,5606.491600.TL55,HS_RM3310_RAD_FM_ENERGY WATT-HR,491600.AV10202.Present_Value,2020-06-01 18:22:00,91.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_2_TL,5606.491600.TL56,HS_RM3310_RAD_FM_ENERGY WATT-HR_2,491600.AV10203.Present_Value,2020-06-01 18:22:27,92.0,30000,Wh
HS_RM3310_RAD_FM_VOLUME M^3_TL,5606.491600.TL57,HS_RM3310_RAD_FM_VOLUME M^3,491600.AV10204.Present_Value,2020-06-01 18:22:18,90.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_2_TL,5606.491600.TL58,HS_RM3310_RAD_FM_VOLUME M^3_2,491600.AV10205.Present_Value,2020-06-01 18:22:20,91.0,30000,m³
HS_RM3310_RAD_FM_EXT_VIF CODE2_HW SW_TL,5606.491600.TL59,HS_RM3310_RAD_FM_EXT_VIF CODE2_HW SW,491600.AV10206.Present_Value,2020-06-01 18:22:21,92.0,30000,
HS_RM3310_RAD_FM_EXT_VIF CODE2_HW Ver_TL,5606.491600.TL60,HS_RM3310_RAD_FM_EXT_VIF CODE2_HW Ver,491600.AV10207.Present_Value,2020-06-01 18:22:23,93.0,30000,
HS_RM3310_RAD_FM_Manufacturer_Specific_TL,5606.491600.TL61,HS_RM3310_RAD_FM_Manufacturer_Specific,491600.AV10208.Present_Value,2020-06-01 18:22:24,93.0,30000,
HS_RM3310_RAD_FM_Manufacturer_Specific_2 _TL,5606.491600.TL62,HS_RM3310_RAD_FM_Manufacturer_Specific_2 ,491600.AV10209.Present_Value,2020-06-01 18:22:25,93.0,30000,
HS_RM3310_RAD_FM_FABRICATION NUMBER_TL,5606.491600.TL63,HS_RM3310_RAD_FM_FABRICATION NUMBER,491600.AV10210.Present_Value,2020-06-01 18:22:26,92.0,30000,
HS_RM3310_RAD_FM_TIME POINT_TL,5606.491600.TL64,HS_RM3310_RAD_FM_TIME POINT,491600.AV10211.Present_Value,2020-06-01 18:22:27,90.0,30000,
HS_RM3310_RAD_FM_TIME POINT_2_TL,5606.491600.TL65,HS_RM3310_RAD_FM_TIME POINT_2,491600.AV10212.Present_Value,2020-06-01 18:22:18,91.0,30000,
HS_RM3310_RAD_FM_FLOW TEMPERATURE_TL,5606.491600.TL66,HS_RM3310_RAD_FM_FLOW TEMPERATURE,491600.AV10213.Present_Value,2020-06-01 18:22:20,92.0,30000,°C
HS_RM3310_RAD_FM_RETURN TEMP._TL,5606.491600.TL67,HS_RM3310_RAD_FM_RETURN TEMP.,491600.AV10214.Present_Value,2020-06-01 18:22:22,91.0,30000,°C
HS_RM3310_RAD_FM_VOLUME FLOW_TL,5606.491600.TL68,HS_RM3310_RAD_FM_VOLUME FLOW,491600.AV10215.Present_Value,2020-06-01 18:22:23,90.0,30000,m³/h
HS_RM3310_RAD_FM_POWER WATTS_TL,5606.491600.TL69,HS_RM3310_RAD_FM_POWER WATTS,491600.AV10216.Present_Value,2020-06-01 18:22:24,90.0,30000,W
HS_RM3310_RAD_FM_Manufacturer_Specific_3_TL,5606.491600.TL70,HS_RM3310_RAD_FM_Manufacturer_Specific_3,491600.AV10217.Present_Value,2020-06-01 18:22:25,93.0,30000,
HS_RM3310_RAD_FM_On time_TL,5606.491600.TL71,HS_RM3310_RAD_FM_On time,491600.AV10218.Present_Value,2020-06-01 18:22:26,89.0,30000,h
HS_RM3310_RAD_FM_Manufacturer_Specific_4_TL,5606.491600.TL72,HS_RM3310_RAD_FM_Manufacturer_Specific_4,491600.AV10219.Present_Value,2020-06-01 18:22:28,93.0,30000,
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_1_TL,5606.491600.TL73,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_1,491600.AV10220.Present_Value,2020-06-01 18:22:18,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_2_TL,5606.491600.TL74,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_2,491600.AV10221.Present_Value,2020-06-01 18:22:20,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_3_TL,5606.491600.TL75,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_3,491600.AV10222.Present_Value,2020-06-01 18:22:22,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_4_TL,5606.491600.TL76,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_4,491600.AV10223.Present_Value,2020-06-01 18:22:23,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_5_TL,5606.491600.TL77,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_5,491600.AV10224.Present_Value,2020-06-01 18:22:24,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_6_TL,5606.491600.TL78,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_6,491600.AV10225.Present_Value,2020-06-01 18:22:25,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_7_TL,5606.491600.TL79,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_7,491600.AV10226.Present_Value,2020-06-01 18:22:26,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_8_TL,5606.491600.TL80,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_8,491600.AV10227.Present_Value,2020-06-01 18:22:28,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_9_TL,5606.491600.TL81,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_9,491600.AV10228.Present_Value,2020-06-01 18:22:19,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_10_TL,5606.491600.TL82,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_10,491600.AV10229.Present_Value,2020-06-01 18:22:17,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_11_TL,5606.491600.TL83,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_11,491600.AV10230.Present_Value,2020-06-01 18:22:19,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_12_TL,5606.491600.TL84,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_12,491600.AV10231.Present_Value,2020-06-01 18:22:21,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_13_TL,5606.491600.TL85,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_13,491600.AV10232.Present_Value,2020-06-01 18:22:22,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_14_TL,5606.491600.TL86,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_14,491600.AV10233.Present_Value,2020-06-01 18:22:24,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_15_TL,5606.491600.TL87,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_15,491600.AV10234.Present_Value,2020-06-01 18:22:25,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_16_TL,5606.491600.TL88,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_16,491600.AV10235.Present_Value,2020-06-01 18:22:26,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_17_TL,5606.491600.TL89,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_17,491600.AV10236.Present_Value,2020-06-01 18:22:27,93.0,30000,Wh
HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_18_TL,5606.491600.TL90,HS_RM3310_RAD_FM_ENERGY WATT-HR_Month_18,491600.AV10237.Present_Value,2020-06-01 18:22:17,93.0,30000,Wh
HS_RM3310_RAD_FM_VOLUME M^3_Month_1_TL,5606.491600.TL91,HS_RM3310_RAD_FM_VOLUME M^3_Month_1,491600.AV10238.Present_Value,2020-06-01 18:22:19,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_2_TL,5606.491600.TL92,HS_RM3310_RAD_FM_VOLUME M^3_Month_2,491600.AV10239.Present_Value,2020-06-01 18:22:21,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_3_TL,5606.491600.TL93,HS_RM3310_RAD_FM_VOLUME M^3_Month_3,491600.AV10240.Present_Value,2020-06-01 18:22:23,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_4_TL,5606.491600.TL94,HS_RM3310_RAD_FM_VOLUME M^3_Month_4,491600.AV10241.Present_Value,2020-06-01 18:22:49,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_5_TL,5606.491600.TL95,HS_RM3310_RAD_FM_VOLUME M^3_Month_5,491600.AV10242.Present_Value,2020-06-01 18:22:51,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_6_TL,5606.491600.TL96,HS_RM3310_RAD_FM_VOLUME M^3_Month_6,491600.AV10243.Present_Value,2020-06-01 18:22:53,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_7_TL,5606.491600.TL97,HS_RM3310_RAD_FM_VOLUME M^3_Month_7,491600.AV10244.Present_Value,2020-06-01 18:22:54,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_8_TL,5606.491600.TL98,HS_RM3310_RAD_FM_VOLUME M^3_Month_8,491600.AV10245.Present_Value,2020-06-01 18:22:45,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_9_TL,5606.491600.TL99,HS_RM3310_RAD_FM_VOLUME M^3_Month_9,491600.AV10246.Present_Value,2020-06-01 18:22:46,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_10_TL,5606.491600.TL100,HS_RM3310_RAD_FM_VOLUME M^3_Month_10,491600.AV10247.Present_Value,2020-06-01 18:22:47,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_11_TL,5606.491600.TL101,HS_RM3310_RAD_FM_VOLUME M^3_Month_11,491600.AV10248.Present_Value,2020-06-01 18:22:48,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_12_TL,5606.491600.TL102,HS_RM3310_RAD_FM_VOLUME M^3_Month_12,491600.AV10249.Present_Value,2020-06-01 18:22:50,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_13_TL,5606.491600.TL103,HS_RM3310_RAD_FM_VOLUME M^3_Month_13,491600.AV10250.Present_Value,2020-06-01 18:22:51,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_14_TL,5606.491600.TL104,HS_RM3310_RAD_FM_VOLUME M^3_Month_14,491600.AV10251.Present_Value,2020-06-01 18:22:53,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_15_TL,5606.491600.TL105,HS_RM3310_RAD_FM_VOLUME M^3_Month_15,491600.AV10252.Present_Value,2020-06-01 18:22:54,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_16_TL,5606.491600.TL106,HS_RM3310_RAD_FM_VOLUME M^3_Month_16,491600.AV10253.Present_Value,2020-06-01 18:22:45,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_17_TL,5606.491600.TL107,HS_RM3310_RAD_FM_VOLUME M^3_Month_17,491600.AV10254.Present_Value,2020-06-01 18:22:46,92.0,30000,m³
HS_RM3310_RAD_FM_VOLUME M^3_Month_18_TL,5606.491600.TL108,HS_RM3310_RAD_FM_VOLUME M^3_Month_18,491600.AV10255.Present_Value,2020-06-01 18:22:47,92.0,30000,m³
HS_RM3309_RAD_FM_ENERGY WATT-HR_TL,5606.491600.TL109,HS_RM3309_RAD_FM_ENERGY WATT-HR,491600.AV10302.Present_Value,2020-06-01 18:22:48,91.0,30000,Wh
HS_RM3309_RAD_FM_ENERGY WATT-HR_2_TL,5606.491600.TL110,HS_RM3309_RAD_FM_ENERGY WATT-HR_2,491600.AV10303.Present_Value,2020-06-01 18:22:50,92.0,30000,Wh
HS_RM3309_RAD_FM_VOLUME M^3_TL,5606.491600.TL111,HS_RM3309_RAD_FM_VOLUME M^3,491600.AV10304.Present_Value,2020-06-01 18:22:51,90.0,30000,m³
HS_RM3309_RAD_FM_VOLUME M^3_2_TL,5606.491600.TL112,HS_RM3309_RAD_FM_VOLUME M^3_2,491600.AV10305.Present_Value,2020-06-01 18:22:53,91.0,30000,m³
HS_RM3309_RAD_FM_EXT_VIF CODE2_HW SW_TL,5606.491600.TL113,HS_RM3309_RAD_FM_EXT_VIF CODE2_HW SW,491600.AV10306.Present_Value,2020-06-01 18:22:54,92.0,30000,
HS_RM3309_RAD_FM_EXT_VIF CODE2_HW Ver_TL,5606.491600.TL114,HS_RM3309_RAD_FM_EXT_VIF CODE2_HW Ver,491600.AV10307.Present_Value,2020-06-01 18:22:46,93.0,30000,
HS_RM3309_RAD_FM_Manufacturer_Specific_TL,5606.491600.TL115,HS_RM3309_RAD_FM_Manufacturer_Specific,491600.AV10308.Present_Value,2020-06-01 18:22:47,93.0,30000,
